Date,Vessel,DWT,Origin,Destination,Cargo,Quantity,Rate,Laycan,Contract type
2023-08-13,Grand Pioneer,81733,New Orleans,Dhamra,Coal,75156,33.99,2023-09-03/2023-09-10,Spot
2021-03-26,Northern Voyager,174035,Muara Pantai,Vizag,Coal,163119,11.92,2021-04-10/2021-04-16,Spot
2023-07-14,Northern Horizon,76827,Dalrymple Bay,Vizag,Coal,71360,13.45,2023-07-27/2023-08-03,COA
2020-06-29,Bay Endeavour,158830,Baltimore,Gangavaram,Coal,152600,30.21,2020-07-14/2020-07-17,Time Charter
2021-10-22,Blue Voyager,158238,Gladstone,Haldia,Coal,145303,15.19,2021-10-29/2021-11-05,Time Charter
2023-05-15,Silver Progress,163161,Muara Pantai,Vizag,Coal,153687,8.46,2023-05-23/2023-05-27,Spot
2024-11-05,Northern Navigator,166446,Dalrymple Bay,Haldia,Coal,157542,18.76,2024-11-25/2024-11-28,Time Charter
2024-10-06,Star Discovery,81286,Baltimore,Gopalpur,Coal,71550,37.53,2024-10-25/2024-10-30,Time Charter
2021-08-23,Bay Glory,150166,Samarinda,Dhamra,Coal,139728,10.55,2021-09-09/2021-09-15,Time Charter
2022-04-20,Sea Falcon,79563,Ust-Luga (Baltic),Dhamra,Coal,76875,19.57,2022-05-06/2022-05-12,Spot
2024-09-06,Global Pride,74916,Hampton Roads,Gangavaram,Coal,64790,34.07,2024-09-15/2024-09-20,COA
2021-07-24,Coral Endeavour,174659,New Orleans,Dhamra,Coal,165572,33.5,2021-07-31/2021-08-07,Spot
2020-01-31,Ocean Harmony,155038,Muara Pantai,Gangavaram,Coal,136891,12.1,2020-02-14/2020-02-18,Time Charter
2025-10-31,Star Harmony,74562,Newcastle,Haldia,Coal,70307,17.67,2025-11-20/2025-11-24,Spot
2022-01-20,Star Pride,78690,Beira,Gangavaram,Coal,70743,19.26,2022-01-29/2022-02-01,Spot
2024-08-07,Global Discovery,172066,New Orleans,Haldia,Coal,151935,35.65,2024-08-26/2024-09-02,Spot
2022-09-17,Atlantic Glory,171592,Beira,Gopalpur,Coal,156359,23.06,2022-09-24/2022-10-01,Time Charter
2020-03-01,Northern Voyager,150817,Dalrymple Bay,Gopalpur,Coal,142049,16.94,2020-03-21/2020-03-25,Time Charter
2023-05-15,Trade Trader,79316,Gladstone,Vizag,Coal,73051,14.9,2023-05-26/2023-05-29,Spot
2020-07-29,Cape Endeavour,79578,Nacala,Vizag,Coal,72290,19.65,2020-08-09/2020-08-16,COA
2021-08-23,Ocean Progress,75996,Hay Point,Haldia,Coal,65809,16.3,2021-09-07/2021-09-10,Time Charter
2023-04-15,Cape Legacy,179786,Muara Pantai,Dhamra,Coal,157332,10.08,2023-05-05/2023-05-10,Spot
2025-09-01,Golden Horizon,175735,Taboneo,Dhamra,Coal,160761,10.72,2025-09-13/2025-09-20,Spot
2020-05-30,Trade Harmony,167467,Muara Pantai,Haldia,Coal,142393,9.96,2020-06-08/2020-06-12,Time Charter
2022-09-17,Atlantic Trader,162930,Ust-Luga (Baltic),Dhamra,Coal,140225,18.69,2022-10-03/2022-10-06,Spot
2024-04-09,Coral Falcon,77488,Vostochny (Far East),Gangavaram,Coal,67452,23.09,2024-04-30/2024-05-07,Spot
2025-09-01,Bay Legacy,76267,Vostochny (Far East),Gopalpur,Coal,72541,22.28,2025-09-18/2025-09-22,Time Charter
2020-04-30,Northern Phoenix,166989,New Orleans,Dhamra,Coal,148611,30.41,2020-05-15/2020-05-20,Spot
2020-07-29,Western Glory,75116,Baltimore,Gopalpur,Coal,64359,36.68,2020-08-15/2020-08-18,COA
2021-01-25,Crown Venture,78604,New Orleans,Dhamra,Coal,69681,32.57,2021-02-02/2021-02-07,Spot
2024-04-09,Cape Pioneer,168957,Newcastle,Gopalpur,Coal,153738,18.78,2024-04-23/2024-04-26,Spot
2024-08-07,Western Legacy,153753,Hampton Roads,Vizag,Coal,134981,39.39,2024-08-28/2024-09-04,COA
2025-06-03,Silver Pioneer,157018,Vostochny (Far East),Dhamra,Coal,145982,20.92,2025-06-15/2025-06-19,Spot
2023-07-14,Atlantic Eagle,79483,Nacala,Gangavaram,Coal,70349,20.95,2023-07-21/2023-07-26,Spot
2021-08-23,Coral Discovery,162896,New Orleans,Paradip,Coal,152749,27.89,2021-09-09/2021-09-16,Spot
2022-04-20,Eastern Horizon,156522,Hay Point,Haldia,Coal,148921,15.09,2022-04-27/2022-04-30,Time Charter
2023-11-11,Southern Progress,76366,Nacala,Dhamra,Coal,66006,22.86,2023-11-23/2023-11-30,Spot
2021-01-25,Golden Endeavour,161211,Hay Point,Dhamra,Coal,139222,17.18,2021-02-15/2021-02-20,Spot
2025-01-04,Global Eagle,171692,Muara Pantai,Gopalpur,Coal,160699,11.62,2025-01-19/2025-01-26,Spot
2025-01-04,Global Phoenix,79532,Vostochny (Far East),Dhamra,Coal,73143,20.69,2025-01-17/2025-01-21,Spot
2020-07-29,Eastern Progress,177498,Ust-Luga (Baltic),Dhamra,Coal,166771,23.13,2020-08-10/2020-08-14,Spot
2024-01-10,Blue Glory,165589,Muara Pantai,Vizag,Coal,156624,9.79,2024-01-22/2024-01-26,Spot
2025-08-02,Ocean Legacy,174632,New Orleans,Dhamra,Coal,157965,30.74,2025-08-20/2025-08-25,Spot
2021-07-24,Grand Venture,170603,Taboneo,Dhamra,Coal,156410,11.3,2021-08-03/2021-08-08,Time Charter
2023-03-16,Crown Endeavour,159907,Muara Pantai,Vizag,Coal,144101,10.6,2023-03-30/2023-04-04,Spot
2023-07-14,Eastern Spirit,155912,Samarinda,Paradip,Coal,135687,11.15,2023-07-25/2023-07-30,Spot
2022-04-20,Golden Discovery,157538,Taboneo,Gopalpur,Coal,148758,11.2,2022-05-04/2022-05-10,Spot
2025-09-01,Grand Falcon,74668,Novorossiysk (Black Sea),Paradip,Coal,67792,21.63,2025-09-12/2025-09-19,Time Charter
2025-03-05,Golden Phoenix,77302,Newcastle,Gopalpur,Coal,71439,18.75,2025-03-19/2025-03-22,Spot
2024-03-10,Northern Legacy,81440,New Orleans,Gangavaram,Coal,69463,31.65,2024-03-31/2024-04-03,Spot
2023-02-14,Royal Pioneer,153648,New Orleans,Paradip,Coal,135976,35.89,2023-03-05/2023-03-08,Time Charter
2020-10-27,Star Harmony,77365,Nacala,Gopalpur,Coal,73111,18.31,2020-11-11/2020-11-17,COA
2020-03-31,Silver Legacy,77630,Beira,Haldia,Coal,73157,20.55,2020-04-16/2020-04-20,COA
2021-09-22,Sea Eagle,76583,Beira,Vizag,Coal,70874,21.53,2021-10-13/2021-10-17,Spot
2025-06-03,Eastern Harmony,170285,Taboneo,Gopalpur,Coal,145853,13.12,2025-06-15/2025-06-21,Time Charter
2023-08-13,Blue Voyager,77908,Samarinda,Dhamra,Coal,69592,12.35,2023-08-21/2023-08-26,Spot
2022-03-21,Crown Navigator,152066,Hay Point,Dhamra,Coal,146598,18.21,2022-04-02/2022-04-05,Spot
2022-01-20,Crown Voyager,80743,Ust-Luga (Baltic),Gangavaram,Coal,77630,21.69,2022-02-02/2022-02-09,Spot
2020-06-29,Atlantic Endeavour,77304,Newcastle,Gopalpur,Coal,73005,15.12,2020-07-07/2020-07-12,Spot
2021-12-21,Blue Legacy,172077,Vostochny (Far East),Haldia,Coal,147174,22.78,2021-12-30/2022-01-03,Spot
2021-05-25,Global Falcon,166077,Novorossiysk (Black Sea),Gangavaram,Coal,147606,19.14,2021-06-06/2021-06-09,Spot
2022-06-19,Global Spirit,79505,Muara Pantai,Gangavaram,Coal,70207,7.92,2022-07-05/2022-07-08,Spot
2024-11-05,Golden Endeavour,81542,Vostochny (Far East),Gangavaram,Coal,70115,23.25,2024-11-24/2024-11-28,Time Charter
2024-04-09,Southern Navigator,77403,Ust-Luga (Baltic),Paradip,Coal,74424,23.22,2024-04-16/2024-04-23,Spot
2021-03-26,Ocean Progress,77864,Ust-Luga (Baltic),Haldia,Coal,74355,27.57,2021-04-11/2021-04-15,Spot
2024-01-10,Grand Pride,75306,Hampton Roads,Gangavaram,Coal,67756,33.97,2024-01-23/2024-01-26,Spot
2022-05-20,Bay Glory,77813,Hampton Roads,Haldia,Coal,69121,32.24,2022-06-09/2022-06-16,Spot
2021-12-21,Northern Discovery,172471,Beira,Vizag,Coal,155287,20.8,2021-12-29/2022-01-05,Spot
2020-08-28,Global Falcon,170939,Baltimore,Vizag,Coal,146301,30.0,2020-09-08/2020-09-12,Spot
2022-10-17,Silver Spirit,76293,Samarinda,Paradip,Coal,64908,10.1,2022-10-26/2022-10-30,Spot
2022-06-19,Global Spirit,170196,Beira,Gopalpur,Coal,145083,19.97,2022-06-29/2022-07-03,Spot
2024-02-09,Southern Horizon,154987,Taboneo,Gopalpur,Coal,140019,10.56,2024-03-01/2024-03-06,Spot
2022-01-20,Southern Trader,175176,Novorossiysk (Black Sea),Haldia,Coal,153014,24.63,2022-02-03/2022-02-06,COA
2023-05-15,Pacific Pioneer,166597,Gladstone,Gopalpur,Coal,146129,17.46,2023-05-24/2023-05-27,COA
2020-01-01,Coral Venture,78115,New Orleans,Vizag,Coal,72283,38.77,2020-01-09/2020-01-14,Spot
2023-06-14,Atlantic Eagle,180127,Taboneo,Paradip,Coal,172540,10.5,2023-06-30/2023-07-07,Time Charter
2020-11-26,Royal Harmony,80876,Muara Pantai,Haldia,Coal,69774,11.71,2020-12-06/2020-12-09,COA
2020-01-31,Crown Navigator,163087,Gladstone,Vizag,Coal,141286,18.91,2020-02-09/2020-02-13,Spot
2020-09-27,Trade Legacy,166420,Novorossiysk (Black Sea),Gopalpur,Coal,153028,26.11,2020-10-12/2020-10-18,COA
2021-11-21,Royal Horizon,171294,Baltimore,Gangavaram,Coal,147334,31.08,2021-12-04/2021-12-09,Spot
2020-04-30,Silver Navigator,164756,New Orleans,Paradip,Coal,143354,33.56,2020-05-09/2020-05-13,Spot
2024-06-08,Eastern Progress,78939,Beira,Dhamra,Coal,72172,21.69,2024-06-29/2024-07-02,Spot
2023-11-11,Golden Venture,173788,Hampton Roads,Gangavaram,Coal,158282,30.26,2023-11-26/2023-12-02,Time Charter
2023-12-11,Trade Endeavour,81852,Novorossiysk (Black Sea),Vizag,Coal,78165,20.71,2023-12-29/2024-01-02,Time Charter
2024-02-09,Global Trader,75557,Samarinda,Dhamra,Coal,71603,8.79,2024-02-29/2024-03-05,Spot
2022-02-19,Golden Pride,162989,Novorossiysk (Black Sea),Gopalpur,Coal,153451,26.01,2022-03-02/2022-03-07,COA
2024-05-09,Silver Horizon,179390,Gladstone,Dhamra,Coal,166780,15.32,2024-05-24/2024-05-30,COA
2024-07-08,Global Voyager,79167,New Orleans,Haldia,Coal,72096,30.4,2024-07-16/2024-07-21,Time Charter
2021-04-25,Southern Phoenix,152449,Nacala,Paradip,Coal,141814,23.13,2021-05-10/2021-05-14,Spot
2024-08-07,Pacific Horizon,169250,Baltimore,Paradip,Coal,156981,31.57,2024-08-21/2024-08-27,Spot
2020-12-26,Ocean Fortune,77745,Novorossiysk (Black Sea),Dhamra,Coal,66768,21.42,2021-01-03/2021-01-07,Spot
2024-09-06,Ocean Horizon,172109,Samarinda,Paradip,Coal,150751,12.19,2024-09-17/2024-09-24,Spot
2021-02-24,Royal Pioneer,78191,Newcastle,Paradip,Coal,71765,14.3,2021-03-07/2021-03-10,Spot
2024-05-09,Trade Falcon,163770,Nacala,Gangavaram,Coal,158469,20.47,2024-05-21/2024-05-24,Spot
2021-12-21,Atlantic Spirit,180632,Novorossiysk (Black Sea),Vizag,Coal,155335,21.53,2021-12-31/2022-01-06,Spot
2020-10-27,Bay Voyager,81382,Taboneo,Gangavaram,Coal,77001,10.56,2020-11-17/2020-11-22,Time Charter
2021-03-26,Northern Horizon,172674,Hay Point,Dhamra,Coal,150428,18.74,2021-04-11/2021-04-16,COA
2020-03-01,Golden Phoenix,170002,New Orleans,Gopalpur,Coal,163727,33.94,2020-03-13/2020-03-16,Spot
2020-12-26,Coral Horizon,74715,New Orleans,Dhamra,Coal,65354,32.9,2021-01-16/2021-01-19,Spot
2023-02-14,Coral Fortune,181426,Ust-Luga (Baltic),Dhamra,Coal,164107,23.35,2023-02-24/2023-03-03,Time Charter
2021-07-24,Royal Voyager,77189,Hay Point,Haldia,Coal,70617,14.75,2021-08-05/2021-08-11,COA
2023-09-12,Silver Pioneer,75822,Novorossiysk (Black Sea),Paradip,Coal,71482,24.92,2023-09-20/2023-09-26,COA
2024-10-06,Bay Phoenix,159931,Nacala,Gopalpur,Coal,154011,23.71,2024-10-14/2024-10-19,Spot
2023-01-15,Cape Phoenix,163680,Taboneo,Dhamra,Coal,158102,12.04,2023-01-23/2023-01-27,COA
2023-12-11,Global Horizon,76815,Beira,Haldia,Coal,74007,18.02,2024-01-01/2024-01-07,COA
2021-06-24,Silver Legacy,78871,Hampton Roads,Dhamra,Coal,70951,36.43,2021-07-05/2021-07-09,COA
2024-11-05,Northern Discovery,76597,Muara Pantai,Gangavaram,Coal,66145,10.51,2024-11-24/2024-12-01,Spot
2024-12-05,Crown Phoenix,77028,Samarinda,Haldia,Coal,68252,7.81,2024-12-25/2024-12-30,Spot
2025-04-04,Atlantic Falcon,160488,Baltimore,Dhamra,Coal,144397,32.31,2025-04-18/2025-04-21,COA
2021-08-23,Silver Endeavour,78447,Hay Point,Gangavaram,Coal,75245,16.91,2021-09-12/2021-09-16,COA
2023-06-14,Silver Spirit,154670,Beira,Gangavaram,Coal,133078,22.17,2023-06-21/2023-06-25,COA
2022-04-20,Western Pride,76253,Novorossiysk (Black Sea),Gopalpur,Coal,69259,21.8,2022-05-06/2022-05-12,Time Charter
2023-04-15,Trade Pride,79291,Hay Point,Gangavaram,Coal,76899,15.21,2023-05-04/2023-05-08,Time Charter
2020-04-30,Grand Eagle,76978,Hay Point,Paradip,Coal,71545,17.46,2020-05-09/2020-05-15,Time Charter
2021-11-21,Grand Legacy,74011,Hampton Roads,Paradip,Coal,69737,36.29,2021-12-03/2021-12-06,Spot
2021-05-25,Pacific Endeavour,155412,Vostochny (Far East),Dhamra,Coal,133533,23.79,2021-06-12/2021-06-19,COA
2025-09-01,Trade Horizon,81702,Newcastle,Paradip,Coal,74436,15.48,2025-09-21/2025-09-26,COA
2024-10-06,Coral Voyager,77136,Beira,Haldia,Coal,67156,19.1,2024-10-23/2024-10-28,Spot
2020-04-30,Ocean Falcon,79586,Beira,Vizag,Coal,74702,23.14,2020-05-11/2020-05-15,Spot
2023-04-15,Global Falcon,81900,Baltimore,Vizag,Coal,74478,35.2,2023-04-23/2023-04-29,Spot
2023-10-12,Bay Horizon,162234,Hay Point,Gangavaram,Coal,155864,15.94,2023-10-26/2023-11-02,COA
2022-04-20,Pacific Horizon,80038,Beira,Paradip,Coal,75127,19.19,2022-04-27/2022-05-04,Spot
2022-10-17,Grand Navigator,152940,Beira,Gopalpur,Coal,131591,22.87,2022-10-26/2022-11-01,COA
2023-12-11,Star Falcon,174335,Muara Pantai,Gopalpur,Coal,165119,10.31,2024-01-01/2024-01-04,Spot
2023-04-15,Global Voyager,165147,Beira,Haldia,Coal,140864,20.53,2023-04-27/2023-04-30,Time Charter
2023-01-15,Atlantic Phoenix,74262,Dalrymple Bay,Gangavaram,Coal,69366,18.66,2023-01-31/2023-02-06,Spot
2025-10-01,Crown Legacy,78598,Beira,Haldia,Coal,67844,18.19,2025-10-14/2025-10-19,Spot
2025-07-03,Cape Eagle,81221,Dalrymple Bay,Gangavaram,Coal,69114,16.48,2025-07-18/2025-07-21,COA
2020-03-31,Southern Harmony,159141,Ust-Luga (Baltic),Haldia,Coal,147308,23.55,2020-04-16/2020-04-23,Spot
2024-05-09,Sea Discovery,150402,Hay Point,Haldia,Coal,128724,15.61,2024-05-20/2024-05-25,Spot
2020-01-01,Silver Phoenix,75558,Muara Pantai,Dhamra,Coal,69905,10.36,2020-01-14/2020-01-17,Time Charter
2022-05-20,Sea Venture,74631,Ust-Luga (Baltic),Gangavaram,Coal,70815,24.24,2022-06-09/2022-06-16,Spot
2023-06-14,Golden Voyager,176578,Ust-Luga (Baltic),Gopalpur,Coal,150368,23.31,2023-07-03/2023-07-06,Spot
2025-04-04,Global Horizon,76427,Nacala,Gangavaram,Coal,72310,18.26,2025-04-21/2025-04-25,Spot
2023-10-12,Cape Navigator,177562,Nacala,Gangavaram,Coal,168302,22.14,2023-11-01/2023-11-08,Spot
2024-05-09,Sea Glory,162498,Dalrymple Bay,Vizag,Coal,146863,17.0,2024-05-27/2024-06-03,Spot
2024-08-07,Southern Pioneer,74291,Dalrymple Bay,Paradip,Coal,71912,15.96,2024-08-26/2024-08-29,Spot
2022-09-17,Cape Horizon,74022,Nacala,Haldia,Coal,71080,22.61,2022-10-04/2022-10-08,Time Charter
2025-02-03,Sea Horizon,150409,Nacala,Gopalpur,Coal,132110,21.99,2025-02-16/2025-02-22,Spot
2025-05-04,Eastern Fortune,76153,Novorossiysk (Black Sea),Gopalpur,Coal,66277,20.28,2025-05-19/2025-05-22,Time Charter
2021-01-25,Royal Horizon,179875,Hampton Roads,Paradip,Coal,153075,29.12,2021-02-09/2021-02-15,COA
2020-03-01,Blue Harmony,154619,Dalrymple Bay,Vizag,Coal,142436,14.62,2020-03-17/2020-03-22,COA
2022-09-17,Pacific Falcon,165795,Hampton Roads,Haldia,Coal,142015,30.05,2022-09-27/2022-10-02,Spot
2023-03-16,Sea Spirit,153325,New Orleans,Gopalpur,Coal,148376,33.72,2023-03-30/2023-04-06,Spot
2023-08-13,Royal Pride,164078,Nacala,Paradip,Coal,146042,20.29,2023-08-29/2023-09-03,Time Charter
2023-04-15,Silver Voyager,79675,Nacala,Dhamra,Coal,76836,21.83,2023-04-30/2023-05-04,Spot
2022-06-19,Trade Eagle,172768,Muara Pantai,Gopalpur,Coal,157347,10.03,2022-07-01/2022-07-04,Spot
2020-03-31,Western Trader,81718,Ust-Luga (Baltic),Dhamra,Coal,75459,20.99,2020-04-17/2020-04-21,Spot
2020-06-29,Western Falcon,76270,Nacala,Haldia,Coal,67741,22.44,2020-07-20/2020-07-26,Time Charter
2025-08-02,Crown Pride,80086,Hay Point,Vizag,Coal,69770,17.23,2025-08-12/2025-08-19,Spot
2021-11-21,Sea Spirit,74419,Taboneo,Vizag,Coal,71683,10.96,2021-12-11/2021-12-18,Spot
2020-03-31,Northern Fortune,165574,Muara Pantai,Haldia,Coal,156905,8.56,2020-04-14/2020-04-17,Spot
2025-01-04,Sea Horizon,155763,Baltimore,Paradip,Coal,150875,31.6,2025-01-16/2025-01-23,Spot
2025-08-02,Cape Spirit,179814,Samarinda,Paradip,Coal,156732,9.87,2025-08-11/2025-08-15,Spot
2025-10-31,Royal Pioneer,74829,Hampton Roads,Vizag,Coal,69445,35.23,2025-11-16/2025-11-23,COA
2021-01-25,Northern Trader,80551,Vostochny (Far East),Vizag,Coal,69237,23.65,2021-02-04/2021-02-09,COA
2021-05-25,Star Horizon,77907,Hay Point,Gangavaram,Coal,73002,19.47,2021-06-15/2021-06-22,Time Charter
2022-03-21,Global Trader,79743,New Orleans,Gangavaram,Coal,74841,32.56,2022-04-02/2022-04-06,COA
2024-03-10,Coral Progress,74960,Vostochny (Far East),Gopalpur,Coal,72008,21.9,2024-03-29/2024-04-04,COA
2020-03-31,Crown Harmony,75998,Baltimore,Paradip,Coal,69557,32.85,2020-04-09/2020-04-13,Time Charter
2020-08-28,Star Glory,76343,Hay Point,Paradip,Coal,70617,17.61,2020-09-17/2020-09-20,Spot
2020-08-28,Star Legacy,76809,Gladstone,Gopalpur,Coal,71392,13.35,2020-09-15/2020-09-21,Spot
2025-09-01,Global Eagle,163315,Vostochny (Far East),Dhamra,Coal,149008,23.75,2025-09-20/2025-09-26,Spot
2020-10-27,Crown Harmony,75196,New Orleans,Vizag,Coal,64680,34.83,2020-11-09/2020-11-16,Spot
2022-10-17,Sea Legacy,78034,Dalrymple Bay,Dhamra,Coal,73171,16.95,2022-11-07/2022-11-13,COA
2025-05-04,Atlantic Spirit,165110,Muara Pantai,Gangavaram,Coal,148652,9.57,2025-05-19/2025-05-22,Spot
2025-01-04,Grand Harmony,79634,New Orleans,Dhamra,Coal,71683,32.87,2025-01-13/2025-01-17,Spot
2020-04-30,Crown Phoenix,154951,New Orleans,Gopalpur,Coal,132280,32.13,2020-05-19/2020-05-24,Spot
2025-09-01,Silver Discovery,81966,Muara Pantai,Haldia,Coal,78831,11.31,2025-09-09/2025-09-14,Spot
2023-01-15,Southern Endeavour,75636,Samarinda,Dhamra,Coal,70989,10.33,2023-01-30/2023-02-05,COA
2020-01-01,Global Pride,78828,Gladstone,Dhamra,Coal,74666,17.52,2020-01-22/2020-01-26,Spot
2020-04-30,Pacific Progress,75302,Newcastle,Dhamra,Coal,68847,17.88,2020-05-21/2020-05-26,COA
2020-11-26,Ocean Pioneer,157404,Hampton Roads,Paradip,Coal,136302,29.7,2020-12-17/2020-12-24,Spot
2025-01-04,Western Legacy,160647,Nacala,Gangavaram,Coal,142468,22.29,2025-01-21/2025-01-28,COA
2021-02-24,Global Pride,80556,Vostochny (Far East),Gopalpur,Coal,72288,20.02,2021-03-03/2021-03-07,Time Charter
2022-04-20,Western Phoenix,81380,Newcastle,Paradip,Coal,70240,17.12,2022-05-07/2022-05-13,Time Charter
2023-02-14,Global Harmony,163249,Dalrymple Bay,Vizag,Coal,153082,16.58,2023-03-01/2023-03-06,Spot
2022-10-17,Ocean Discovery,74896,New Orleans,Haldia,Coal,63748,29.1,2022-11-07/2022-11-11,Spot
2022-07-19,Golden Navigator,166152,Samarinda,Gangavaram,Coal,155058,11.49,2022-08-05/2022-08-12,Spot
2020-11-26,Pacific Endeavour,81168,Novorossiysk (Black Sea),Dhamra,Coal,69345,24.45,2020-12-10/2020-12-17,Time Charter
2021-03-26,Silver Eagle,74354,Baltimore,Vizag,Coal,66690,32.68,2021-04-13/2021-04-16,Spot
2025-05-04,Star Glory,78529,Samarinda,Dhamra,Coal,70945,9.64,2025-05-17/2025-05-23,Spot
2020-06-29,Southern Spirit,162841,Baltimore,Gopalpur,Coal,151920,31.3,2020-07-16/2020-07-21,Spot
2023-08-13,Atlantic Phoenix,75965,Novorossiysk (Black Sea),Haldia,Coal,67618,23.55,2023-08-22/2023-08-25,Spot
2023-01-15,Trade Voyager,80213,New Orleans,Gopalpur,Coal,70935,34.47,2023-01-24/2023-01-27,Spot
2021-05-25,Pacific Voyager,75603,Ust-Luga (Baltic),Paradip,Coal,70663,24.87,2021-06-13/2021-06-17,Time Charter
2023-12-11,Atlantic Glory,74961,Nacala,Gangavaram,Coal,64907,18.63,2023-12-31/2024-01-07,Spot
2022-04-20,Golden Pioneer,174996,Nacala,Haldia,Coal,161803,21.43,2022-05-10/2022-05-16,Time Charter
2024-11-05,Cape Harmony,76432,Hampton Roads,Haldia,Coal,66086,33.43,2024-11-12/2024-11-18,Spot
2024-06-08,Southern Fortune,181965,Vostochny (Far East),Gangavaram,Coal,173521,22.75,2024-06-22/2024-06-28,Spot
2024-02-09,Northern Pioneer,168152,Muara Pantai,Gangavaram,Coal,144711,12.16,2024-02-18/2024-02-24,Spot
2024-06-08,Ocean Voyager,80302,Samarinda,Gopalpur,Coal,71303,12.03,2024-06-20/2024-06-26,Spot
2021-07-24,Crown Phoenix,76123,Taboneo,Vizag,Coal,70378,9.0,2021-08-06/2021-08-11,Time Charter
2020-01-01,Coral Glory,159843,Hampton Roads,Vizag,Coal,138558,32.05,2020-01-11/2020-01-14,Spot
2020-05-30,Trade Venture,167345,Gladstone,Gangavaram,Coal,147470,17.87,2020-06-19/2020-06-22,Spot
2021-05-25,Western Eagle,168160,Vostochny (Far East),Vizag,Coal,160076,19.16,2021-06-04/2021-06-07,COA
2023-04-15,Global Fortune,151947,Vostochny (Far East),Gopalpur,Coal,136306,23.19,2023-04-24/2023-04-29,Spot
2024-04-09,Eastern Trader,170764,Nacala,Gangavaram,Coal,164229,20.74,2024-04-16/2024-04-20,Spot
2024-11-05,Trade Progress,80935,Gladstone,Dhamra,Coal,77141,19.36,2024-11-21/2024-11-28,Spot
2025-06-03,Global Venture,168615,Dalrymple Bay,Paradip,Coal,158519,14.77,2025-06-20/2025-06-27,COA
2024-10-06,Royal Fortune,74434,Samarinda,Gopalpur,Coal,70202,11.66,2024-10-24/2024-10-31,COA
2022-11-16,Cape Falcon,177180,New Orleans,Haldia,Coal,169338,37.17,2022-11-24/2022-12-01,COA
2025-09-01,Crown Progress,173265,Muara Pantai,Paradip,Coal,167258,10.65,2025-09-22/2025-09-29,Spot
2022-09-17,Royal Pioneer,151364,Ust-Luga (Baltic),Vizag,Coal,137614,22.71,2022-09-30/2022-10-06,Time Charter
2023-02-14,Royal Trader,81947,Gladstone,Gopalpur,Coal,77040,16.19,2023-03-01/2023-03-06,COA
2024-11-05,Royal Horizon,74126,Newcastle,Gangavaram,Coal,70818,15.63,2024-11-17/2024-11-22,Time Charter
2021-11-21,Southern Pioneer,179776,Baltimore,Dhamra,Coal,162003,29.82,2021-12-04/2021-12-08,Spot
2024-08-07,Trade Legacy,77324,New Orleans,Paradip,Coal,67901,28.47,2024-08-26/2024-09-02,Spot
2025-09-01,Silver Harmony,160036,Nacala,Vizag,Coal,153586,21.29,2025-09-13/2025-09-17,Spot
2023-11-11,Southern Pioneer,79701,Hampton Roads,Haldia,Coal,69529,35.15,2023-12-02/2023-12-06,Spot
2023-01-15,Atlantic Falcon,152536,Samarinda,Vizag,Coal,142465,10.61,2023-01-26/2023-01-30,Spot
2025-01-04,Ocean Venture,181973,Samarinda,Dhamra,Coal,164156,9.41,2025-01-16/2025-01-20,Spot
2023-03-16,Trade Horizon,161196,Samarinda,Gangavaram,Coal,145204,9.94,2023-04-04/2023-04-11,COA
2025-01-04,Pacific Discovery,168660,Samarinda,Paradip,Coal,150496,10.96,2025-01-18/2025-01-22,Time Charter
2023-02-14,Ocean Legacy,178149,Vostochny (Far East),Gopalpur,Coal,161751,26.71,2023-02-27/2023-03-05,COA
2024-01-10,Golden Progress,81150,Nacala,Dhamra,Coal,78593,19.99,2024-01-31/2024-02-03,COA
2020-12-26,Golden Endeavour,80145,Hay Point,Vizag,Coal,72708,14.66,2021-01-12/2021-01-16,Spot
2021-11-21,Pacific Fortune,80879,Muara Pantai,Paradip,Coal,76055,8.91,2021-12-01/2021-12-06,Spot
2021-09-22,Coral Navigator,163855,Samarinda,Gopalpur,Coal,152238,9.85,2021-10-01/2021-10-06,Time Charter
2025-10-31,Southern Voyager,178698,Muara Pantai,Vizag,Coal,160120,12.12,2025-11-19/2025-11-22,Spot
2025-08-02,Global Voyager,154127,Baltimore,Gangavaram,Coal,137578,31.69,2025-08-11/2025-08-15,Spot
2022-03-21,Trade Pride,160928,New Orleans,Gopalpur,Coal,147224,34.18,2022-04-11/2022-04-17,COA
2022-12-16,Cape Progress,176583,Ust-Luga (Baltic),Dhamra,Coal,151967,19.77,2022-12-29/2023-01-04,COA
2024-09-06,Northern Horizon,77330,Novorossiysk (Black Sea),Haldia,Coal,71664,25.45,2024-09-14/2024-09-19,Time Charter
2021-06-24,Global Navigator,170524,New Orleans,Dhamra,Coal,147851,30.99,2021-07-05/2021-07-09,Spot
2022-09-17,Cape Falcon,162873,Hampton Roads,Gopalpur,Coal,141603,33.56,2022-09-29/2022-10-05,COA
2021-10-22,Grand Voyager,170086,Nacala,Vizag,Coal,148635,20.74,2021-11-09/2021-11-15,Time Charter
2024-06-08,Cape Phoenix,75356,Beira,Vizag,Coal,69697,22.36,2024-06-21/2024-06-28,Spot
2022-08-18,Atlantic Legacy,160288,Hay Point,Dhamra,Coal,144038,15.32,2022-09-06/2022-09-10,Spot
2023-05-15,Southern Voyager,172864,Nacala,Paradip,Coal,150448,23.76,2023-06-04/2023-06-10,Time Charter
